State,District,Confirmed,Active,Recovered,Deceased
Tripura,West Tripura,39580,342,38730,465
Uttar Pradesh,Agra,25934,167,25310,457
Uttar Pradesh,Aligarh,21365,82,21175,108
Uttar Pradesh,Ambedkar Nagar,5049,12,4885,152
Uttar Pradesh,Amethi,9974,3,9828,143
Uttar Pradesh,Amroha,16635,20,16412,203
Uttar Pradesh,Auraiya,10099,9,9887,203
Uttar Pradesh,Ayodhya,16934,15,16629,290
Uttar Pradesh,Azamgarh,17918,15,17675,228
Uttar Pradesh,Baghpat,9175,43,8991,141
Uttar Pradesh,Bahraich,11555,6,11371,178
Uttar Pradesh,Ballia,21618,8,21376,234
Uttar Pradesh,Balrampur,7495,3,7354,138
Uttar Pradesh,Banda,10997,7,10832,158
Uttar Pradesh,Barabanki,19874,20,19629,225
Uttar Pradesh,Bareilly,44081,53,43651,377
Uttar Pradesh,Basti,11728,13,11385,330
Uttar Pradesh,Bhadohi,7720,0,7557,163
Uttar Pradesh,Bijnor,14816,22,14668,126
Uttar Pradesh,Budaun,14952,10,14844,98
Uttar Pradesh,Bulandshahr,20273,58,19972,243
Uttar Pradesh,Chandauli,16229,21,15852,356
Uttar Pradesh,Chitrakoot,7115,5,7031,79
Uttar Pradesh,Deoria,20239,16,20003,220
Uttar Pradesh,Etah,9980,13,9868,99
Uttar Pradesh,Etawah,13940,7,13640,293
Uttar Pradesh,Farrukhabad,10357,10,10153,194
Uttar Pradesh,Fatehpur,6820,7,6674,139
Uttar Pradesh,Firozabad,8731,11,8585,135
Uttar Pradesh,Gautam Buddha Nagar,64074,697,62910,467
Uttar Pradesh,Ghaziabad,56280,599,55220,461
Uttar Pradesh,Ghazipur,21655,13,21360,282
Uttar Pradesh,Gonda,12287,5,12016,266
Uttar Pradesh,Gorakhpur,59511,75,58588,848
Uttar Pradesh,Hamirpur,5235,3,5130,102
Uttar Pradesh,Hapur,12658,19,12422,217
Uttar Pradesh,Hardoi,13765,10,13406,349
Uttar Pradesh,Hathras,2930,10,2877,43
Uttar Pradesh,Jalaun,11688,4,11482,202
Uttar Pradesh,Jaunpur,22599,15,22349,235
Uttar Pradesh,Jhansi,36608,49,35896,663
Uttar Pradesh,Kannauj,9237,8,9115,114
Uttar Pradesh,Kanpur Dehat,6201,3,6088,110
Uttar Pradesh,Kanpur Nagar,83024,94,81025,1905
Uttar Pradesh,Kasganj,4254,4,4197,53
Uttar Pradesh,Kaushambi,4426,3,4353,70
Uttar Pradesh,Kushinagar,15623,6,15389,228
Uttar Pradesh,Lakhimpur Kheri,24423,14,24117,292
Uttar Pradesh,Lalitpur,12748,6,12614,128
Uttar Pradesh,Lucknow,239416,582,236183,2651
Uttar Pradesh,Maharajganj,12450,-9,12318,141
Uttar Pradesh,Mahoba,4274,6,4182,86
Uttar Pradesh,Mainpuri,10046,18,9846,182
Uttar Pradesh,Mathura,20339,40,19897,402
Uttar Pradesh,Mau,8339,7,8252,80
Uttar Pradesh,Meerut,69891,422,68571,898
Uttar Pradesh,Mirzapur,11098,10,10972,116
Uttar Pradesh,Moradabad,39259,158,38752,349
Uttar Pradesh,Muzaffarnagar,31100,93,30738,269
Uttar Pradesh,Pilibhit,11033,2,10838,193
Uttar Pradesh,Pratapgarh,16039,1,15875,163
Uttar Pradesh,Prayagraj,78803,106,77609,1088
Uttar Pradesh,Rae Bareli,17120,16,16761,343
Uttar Pradesh,Rampur,11845,21,11676,148
Uttar Pradesh,Saharanpur,32810,81,32309,420
Uttar Pradesh,Sambhal,9464,27,9331,106
Uttar Pradesh,Sant Kabir Nagar,8161,2,8061,98
Uttar Pradesh,Shahjahanpur,20372,10,19918,444
Uttar Pradesh,Shamli,13038,58,12935,45
Uttar Pradesh,Shrawasti,4388,0,4353,35
Uttar Pradesh,Siddharthnagar,9382,9,9273,100
Uttar Pradesh,Sitapur,12410,14,12211,185
Uttar Pradesh,Sonbhadra,16821,12,16558,251
Uttar Pradesh,Sultanpur,14922,7,14777,138
Uttar Pradesh,Unnao,15035,24,14757,254
Uttar Pradesh,Varanasi,85725,225,84529,971
Uttarakhand,Almora,16537,4343,11383,197
Uttarakhand,Bageshwar,7725,1960,5679,61
Uttarakhand,Chamoli,15089,2846,11976,63
Uttarakhand,Champawat,9480,1877,7360,54
Uttarakhand,Dehradun,148762,36254,108204,3706
Uttarakhand,Haridwar,64412,12878,49118,1040
Uttarakhand,Nainital,51970,12678,38190,968
Uttarakhand,Pauri Garhwal,22632,4917,16689,325
Uttarakhand,Pithoragarh,12868,2606,9970,184
Uttarakhand,Rudraprayag,11561,2760,8535,107
Uttarakhand,Tehri Garhwal,18234,2397,14827,110
Uttarakhand,Udham Singh Nagar,46230,8342,36321,768
Uttarakhand,Unknown,8307,-91006,99239,73
Uttarakhand,Uttarkashi,14211,1352,12438,78
West Bengal,Alipurduar,18951,57,18784,110
West Bengal,Bankura,43924,61,43577,286
West Bengal,Birbhum,57744,67,57326,351
West Bengal,Cooch Behar,34004,62,33836,106
West Bengal,Dakshin Dinajpur,23097,40,22865,192
West Bengal,Darjeeling,69055,65,68391,599
West Bengal,Hooghly,107974,71,106785,1118
West Bengal,Howrah,125057,74,123341,1642
West Bengal,Jalpaiguri,49614,50,48916,648
West Bengal,Jhargram,15556,19,15506,31
West Bengal,Kalimpong,8518,11,8449,58
West Bengal,Kolkata,446986,314,441017,5655
West Bengal,Malda,44459,52,44208,199
West Bengal,Murshidabad,41645,33,41256,356
West Bengal,Nadia,87673,96,86633,944
West Bengal,North 24 Parganas,403077,233,397512,5332
West Bengal,Other State,76,10,63,3
West Bengal,Paschim Bardhaman,75653,57,75164,432
West Bengal,Paschim Medinipur,62588,64,61995,529
West Bengal,Purba Bardhaman,55456,68,55150,238
West Bengal,Purba Medinipur,67849,29,67379,441
West Bengal,Purulia,24235,26,24086,123
West Bengal,South 24 Parganas,127340,115,125715,1510
West Bengal,Unknown,102121,-793,102569,345
West Bengal,Uttar Dinajpur,25148,31,24849,268
